1309162	216
860665	611
926872	387
1893460	328
515277	281
285607	465
1282401	342
907936	35
265922	31
530137	391
1918842	93
844924	8
357294	190
603929	41
247911	488
1040422	539
644105	75
1442843	461
148254	256
601567	77
433367	207
601807	52
1185789	445
1604244	525
361745	429
1172464	131
1585309	106
1101262	511
348946	393
1482782	274
1712220	590
9877	598
670642	65
1171703	252
1354448	406
1578080	548
118983	310
992500	367
1756392	73
836814	14
947423	125
349348	467
787026	198
42488	346
199637	607
834746	119
921750	522
1028230	139
427071	474
1541557	62
1743682	327
569949	219
236736	37
674175	600
1039588	410
1150141	416
206690	544
1932206	144
1072434	166
995691	419
1922909	318
633189	562
1562641	506
1820306	309
1150979	40
1224508	107
1915645	484
1791377	165
1300278	176
746155	205
1864224	167
544585	350
934665	440
779661	521
1863851	82
703270	483
216655	469
1063553	376
346549	602
568241	86
1907266	202
92678	538
1227672	489
164297	111
907098	80
1630021	482
285165	193
1582271	181
83322	197
67614	141
1027272	355
1354747	278
1256065	536
1790810	361
209272	313
1424507	277
669100	136
1764293	398
1061581	556
1519306	201
1217076	222
381830	341
756666	299
1371581	30
1786034	566
240424	257
1543667	124
879609	356
1331922	78
52066	532
1809368	558
1490015	266
1306984	60
433380	575
673553	540
16685	612
702518	589
1042863	448
170035	70
1803021	33
398359	531
264407	503
1627483	573
120297	91
1476456	431
1093220	47
885350	267
349750	66
450955	537
525723	172
1872725	394
1521351	170
1554642	420
535739	180
1001364	108
994713	333
1606102	559
1584026	529
1605441	514
523353	194
1364128	519
1767054	94
1489645	133
621918	458
1786926	284
1471631	115
139094	412
1679438	200
211377	451
1838228	203
1725613	164
577351	208
1094849	5
46548	146
1053488	114
427100	300
1816270	145
301405	68
1864383	526
1614055	545
728724	118
480687	296
603052	452
365823	21
2663	45
1035684	353
510586	494
1714145	344
581971	375
383894	520
1742243	418
10226	430
1881018	592
498815	140
86335	74
1788150	199
450022	175
1467427	262
18276	443
372650	169
927168	535
1585892	254
1652960	192
18199	401
1418331	56
1036018	116
1410497	2
316724	191
735673	567
496131	585
1641999	227
581793	54
82558	568
1604137	324
1298228	369
1783341	264
1005255	20
267290	291
777724	365
1009095	79
350473	349
244683	137
25559	63
413288	497
1236627	302
1900677	61
576916	423
1319952	527
1430591	512
946532	408
610832	249
372830	501
1638285	239
49069	263
1644884	122
1104670	377
1899837	129
430585	402
45862	417
630894	153
1005939	479
760293	587
985125	446
1256784	173
845737	244
1008317	240
624369	46
12466	23
197223	42
12213	174
1801465	441
1054133	303
1743867	48
541713	67
1882713	437
162695	187
112933	155
1886492	22
280172	19
897940	215
868172	210
875321	237
1699569	242
771308	492
1232713	486
916334	339
563365	319
1703705	515
168439	371
1814723	143
1060600	134
291370	159
1127163	588
1630863	17
132920	385
1093046	88
1389612	188
425407	542
614355	436
113882	518
1094805	546
866704	582
996062	504
76945	464
1013534	434
672035	340
1183915	389
1341035	576
1870112	142
818736	83
1908441	608
171246	354
237377	179
1255598	551
938429	305
1145273	460
101071	209
1593868	12
818102	230
1451846	379
1935925	76
1071623	366
1677007	51
82605	603
1467288	352
223483	584
284332	290
592208	163
926596	383
154068	316
569596	24
353973	224
1553466	161
1111791	245
943784	110
1478829	269
1828474	279
1781077	561
320060	150
1270239	345
453691	422
602838	381
207090	272
85256	32
283732	132
1483166	553
1433485	397
1585134	495
85533	560
1328186	25
962491	186
1673702	510
648840	248
935121	563
396304	16
689628	39
91227	348
1028463	523
426994	259
689144	359
1680443	343
138147	149
458556	26
1742779	285
259351	480
743307	470
3950	238
885848	466
1417647	530
65993	475
46957	404
561775	471
173722	505
585035	294
208168	217
53635	317
1653916	572
777873	104
487401	265
1226229	449
1533446	101
1211612	156
1818108	185
244570	307
1395316	126
1239727	243
444774	577
373067	599
1919366	604
638042	250
751919	213
553064	280
966448	325
1305548	312
419377	491
1263087	99
111360	478
208060	182
1515961	524
547996	271
1688892	236
1656418	53
356801	282
185026	400
1844063	196
1521068	320
205657	18
1732750	321
1290851	382
1476911	373
1589353	337
1465888	260
542615	481
1906789	338
1144797	374
1022876	528
508663	287
1328094	55
224641	571
1371009	178
752937	98
1823077	138
325825	500
1254281	288
1800812	87
565859	220
1921128	372
1253404	534
1401116	554
658326	268
1197340	605
950368	283
705640	454
66588	221
1879949	438
848654	112
788764	473
60779	413
1325500	102
767917	487
1613954	597
1759316	233
1793649	444
1629581	322
296799	549
