1026457	467
1020983	359
1006078	407
1098048	50
1000286	168
1013012	280
1026690	461
1013151	152
1098288	445
1032668	208
1002790	59
1018587	38
1004459	433
1019560	175
1017383	209
1021869	227
1014692	396
1017927	96
1025039	136
1014696	397
1003454	438
1008492	294
1038931	419
1024951	471
1008659	74
1008656	75
1010474	103
1020844	84
1019802	285
1045438	410
1028096	401
1043051	358
1012651	35
1043454	60
1007329	465
1022385	422
1006130	145
1014374	355
1040751	281
1022389	249
1003522	188
1053507	259
1003956	228
1015750	85
1052054	233
1016419	420
1012012	318
1012011	319
1004468	21
1029068	170
1004631	229
1000252	153
1000398	16
1017764	246
1001632	292
1027718	196
1026620	225
1005331	22
1007607	301
1062238	287
1008279	329
1022096	97
1019067	51
1024038	10
1021054	112
1015374	389
1002355	156
1005938	323
1001925	307
1011710	250
1020940	270
1015272	76
1002217	204
1010787	302
1018937	340
1013354	47
1097585	252
1006854	169
1021580	190
1019331	104
1008169	411
1021578	92
1002280	439
1018686	105
1028612	133
1017274	314
1007986	343
1013438	271
1024882	192
1012752	288
1013596	71
1006242	386
1017874	479
1006175	266
1025005	413
1024844	398
1015493	115
1040692	421
1004095	320
1013691	459
1000454	48
1030937	297
1019522	470
1013384	27
1004078	130
1009190	272
1025713	430
1050745	52
1025719	431
1098461	148
1098349	11
1028964	308
1015725	349
1017716	114
1014635	311
1052069	69
1040138	388
1027743	327
1002256	468
1024549	131
1098208	200
1024544	132
1054073	482
1033613	385
1014521	331
1006953	164
1019697	101
1048825	201
1054175	137
1019753	456
1015424	93
1006316	332
1010065	12
1053349	312
1020993	56
1008048	4
1005290	303
1024246	313
1051565	399
1007420	463
1012809	337
1000335	446
1078363	184
1019576	23
1012145	394
1036157	39
1018252	338
1025027	222
1003125	469
1015161	275
1007538	13
1098798	28
1007723	202
1042991	282
1013915	107
1017644	372
1003349	360
1023239	24
1022010	341
1032152	102
1043663	17
1051787	432
1009326	106
1015560	240
1030879	283
1018623	25
1028253	220
1018620	26
1001137	474
1004453	434
1005481	326
1031507	325
1001649	207
1016600	351
1024052	70
1007610	217
1024533	344
1007340	36
1013213	113
1003106	226
1006748	243
1034883	264
1052237	29
1052234	30
1009496	237
1008505	194
1013649	472
1021265	273
1097218	108
1013697	460
1023876	361
1000746	244
1002202	478
1027178	118
1024759	143
1005881	480
1030047	269
1025831	449
1098153	342
1029910	304
1006961	447
1021623	309
1023790	427
1018539	77
1097450	293
1024111	440
1025681	37
1009073	72
1028100	44
