415,The-Clash,Queens-Of-The-Stone-Age,Flogging-Molly
583,Eminem,Beyonce,Snoop-Dogg
154,Pearl-Jam,Dave-Matthews-Band,Coldplay
374,Van-Halen,Aerosmith,Metallica
105,George-Harrison,Billy-Joel,Phil-Collins
24,The-Beatles,U2,Pink-Floyd
213,Red-Hot-Chili-Peppers,R.E.M.,Radiohead
337,Garbage,Sheryl-Crow,Sarah-McLachlan
544,Guns-N'-Roses,Metallica,Godsmack
95,Dido,Vanessa-Carlton,Jewel
160,Pink-Floyd,R.E.M.,The-Police
283,No-Doubt,Pearl-Jam,Incubus
300,The-Beatles,Bryan-Adams,Elton-John
368,Primus,Pearl-Jam,Soundgarden
341,Guns-N'-Roses,Britney-Spears,Christina-Aguilera
567,Pink-Floyd,Nirvana,Led-Zeppelin
308,Marvin-Gaye,Dido,The-Cranberries
233,Matchbox-Twenty,Counting-Crows,U2
81,Outkast,The-Verve,Red-Hot-Chili-Peppers
293,Crosby,Tom-Petty,Creedence-Clearwater-Revival
220,Portishead,No-Doubt,Devo
175,The-Beatles,Marvin-Gaye,Stevie-Wonder
468,Stevie-Wonder,The-Verve,Johnny-Cash
4,Nirvana,Red-Hot-Chili-Peppers,Smashing-Pumpkins
38,Godsmack,Hoobastank,3-Doors-Down
497,U2,Red-Hot-Chili-Peppers,Pink-Floyd
458,Faith-No-More,Guns-N'-Roses,Finger-Eleven
489,U2,Sheryl-Crow,Bryan-Adams
261,Michelle-Branch,Frank-Sinatra,MxPx
325,U2,Radiohead,R.E.M.
538,Linkin-Park,No-Doubt,Tracy-Chapman
549,Weezer,The-Cranberries,Red-Hot-Chili-Peppers
411,Stevie-Wonder,Prince,Pet-Shop-Boys
11,The-Beatles,The-Police,Counting-Crows
118,Godsmack,Staind,Korn
108,BBMak,Brandy,U2
447,Finger-Eleven,Slayer,Mudvayne
187,Guns-N'-Roses,Van-Halen,Bryan-Adams
578,Van-Halen,Aerosmith,AC/DC
499,U2,Counting-Crows,R.E.M.
381,Godsmack,Guns-N'-Roses,Puddle-Of-Mudd
366,Peter-Gabriel,The-Velvet-Underground,Talking-Heads
395,Ozzy-Osbourne,Metallica,Led-Zeppelin
344,Counting-Crows,Evanescence,Fuel
431,The-Beatles,Portishead,U2
182,Guns-N'-Roses,Van-Halen,Aerosmith
103,U2,Pink-Floyd,Foo-Fighters
125,Ludacris,Aaliyah,50-Cent
196,Marvin-Gaye,Prince,Madonna
246,The-Beatles,U2,Radiohead
166,The-Doobie-Brothers,Simon-&-Garfunkel,Eagles
375,Garbage,Chris-Isaak,Everything-But-The-Girl
41,R.E.M.,Counting-Crows,Norah-Jones
385,Dido,Vanessa-Carlton,Christina-Aguilera
318,The-Beatles,Pink-Floyd,Eric-Clapton
359,Nirvana,The-Rolling-Stones,The-Police
92,Stevie-Wonder,Prince,Pet-Shop-Boys
54,Van-Halen,Aerosmith,The-Police
80,U2,No-Doubt,Dido
514,Tool,Foo-Fighters,Alice-In-Chains
55,The-Verve,The-Breeders,Weezer
438,Ludacris,DMX,Beyonce
62,U2,Pearl-Jam,Smashing-Pumpkins
331,Matchbox-Twenty,No-Doubt,Garbage
170,Nirvana,Pink-Floyd,The-Strokes
472,Tom-Petty,Eagles,Aerosmith
463,Mariah-Carey,Norah-Jones,Jewel
132,Puddle-Of-Mudd,Metallica,Default
236,Bryan-Adams,U2,Journey
613,Smashing-Pumpkins,Beastie-Boys,Red-Hot-Chili-Peppers
37,U2,The-Beatles,The-Police
253,Marvin-Gaye,Madonna,Prince
83,The-Rolling-Stones,The-Cars,The-Cure
330,Dido,U2,R.E.M.
589,Janet-Jackson,Destiny's-Child,Sean-Paul
1,Nirvana,U2,Live
256,Nirvana,Korn,Alice-In-Chains
130,U2,The-Doors,The-Beatles
12,LL-Cool-J,Jay-Z,Fabolous
158,The-Beatles,Led-Zeppelin,Tom-Petty
410,Counting-Crows,The-Beatles,Fleetwood-Mac
133,Foreigner,Simon-&-Garfunkel,Lynyrd-Skynyrd
128,U2,R.E.M.,Garbage
135,Linkin-Park,Hoobastank,Puddle-Of-Mudd
439,U2,Faith-Hill,Sting
294,Guns-N'-Roses,Van-Halen,Eminem
558,Van-Halen,Guns-N'-Roses,U2
56,Eric-Clapton,Tom-Petty,The-Police
543,Outkast,LL-Cool-J,Fabolous
379,Counting-Crows,U2,Sheryl-Crow
511,Ben-Folds-Five,Toad-The-Wet-Sprocket,Counting-Crows
349,U2,Nirvana,R.E.M.
393,Nirvana,Led-Zeppelin,Pink-Floyd
537,Garbage,Sheryl-Crow,The-Cranberries
573,Slipknot,Rancid,Mudvayne
88,Nickelback,3-Doors-Down,Creed
33,Godsmack,Hoobastank,Nickelback
47,The-Verve,Beck,Portishead
564,Primus,Tool,Soundgarden
315,Marvin-Gaye,Stevie-Wonder,The-Beatles
413,Linkin-Park,Godsmack,Staind
50,Van-Halen,Metallica,Aerosmith
229,3-Doors-Down,Van-Halen,INXS
551,Nirvana,Pearl-Jam,U2
142,Marvin-Gaye,Stevie-Wonder,Luther-Vandross
116,Madonna,Peter-Gabriel,Chicago
609,U2,Beyonce,Garbage
562,Dido,The-Cranberries,Fleetwood-Mac
16,Matchbox-Twenty,Dido,Counting-Crows
110,Aerosmith,Guns-N'-Roses,Metallica
291,The-Cranberries,Counting-Crows,Radiohead
505,Nirvana,Radiohead,Smashing-Pumpkins
367,Eminem,Outkast,No-Doubt
370,Counting-Crows,Dido,Sheryl-Crow
275,R.E.M.,Coldplay,Radiohead
556,U2,AC/DC,Aerosmith
361,Marvin-Gaye,Stevie-Wonder,Prince
8,Dido,Weezer,Smashing-Pumpkins
30,Godsmack,Disturbed,3-Doors-Down
40,Outkast,Eminem,Aaliyah
155,Godsmack,Saliva,Alien-Ant-Farm
409,Marvin-Gaye,The-Police,Dave-Matthews-Band
35,Counting-Crows,Marvin-Gaye,Coldplay
205,Crosby,Paul-Simon,Creedence-Clearwater-Revival
2,Outkast,3-Doors-Down,Limp-Bizkit
414,The-Beatles,Pink-Floyd,Marvin-Gaye
173,Marvin-Gaye,Puddle-Of-Mudd,Prince
258,Radiohead,Portishead,Nirvana
185,Linkin-Park,Metallica,Nirvana
540,Metallica,Van-Halen,Aerosmith
63,The-Beatles,U2,Radiohead
5,Rage-Against-The-Machine,Garbage,Nirvana
371,Godsmack,Stone-Temple-Pilots,Incubus
234,Primus,Blur,The-Breeders
469,Marvin-Gaye,Stevie-Wonder,Prince
235,The-Breeders,Eels,Pavement
502,The-Beatles,Simon-&-Garfunkel,Foreigner
14,Radiohead,U2,Coldplay
405,Radiohead,Primus,Depeche-Mode
588,U2,Counting-Crows,Sarah-McLachlan
390,Puddle-Of-Mudd,Godsmack,Aerosmith
249,Eminem,No-Doubt,The-Police
576,Eminem,Linkin-Park,Incubus
453,U2,Eric-Clapton,Aerosmith
240,Alice-In-Chains,Guns-N'-Roses,Metallica
144,Marvin-Gaye,Linkin-Park,Stevie-Wonder
432,Aerosmith,AC/DC,Godsmack
89,Beastie-Boys,Linkin-Park,Tool
91,Celine-Dion,Matchbox-Twenty,Default
372,Van-Halen,Aerosmith,Guns-N'-Roses
139,Garbage,Sarah-McLachlan,U2
520,Radiohead,Tool,Foo-Fighters
419,Tool,Pink-Floyd,Rage-Against-The-Machine
561,Dido,Sheryl-Crow,Jewel
490,Primus,Rancid,Beck
369,Counting-Crows,Aerosmith,R.E.M.
162,Rage-Against-The-Machine,Pearl-Jam,U2
260,Creedence-Clearwater-Revival,Eric-Clapton,Lynyrd-Skynyrd
171,Pink-Floyd,The-Strokes,Beck
10,Matchbox-Twenty,3-Doors-Down,Sheryl-Crow
426,Mary-J.-Blige,Janet-Jackson,BBMak
412,Tom-Petty,Eric-Clapton,Eagles
513,Ludacris,Eminem,Outkast
424,Chicago,Foreigner,Styx
436,Pink-Floyd,Primus,Tool
163,The-Beatles,Nirvana,Smashing-Pumpkins
181,Eminem,Outkast,LL-Cool-J
526,Billy-Joel,Styx,Tom-Petty
488,Korn,System-Of-A-Down,Outkast
440,Sonic-Youth,Depeche-Mode,Marilyn-Manson
230,Led-Zeppelin,Creedence-Clearwater-Revival,The-Doors
136,Nirvana,Pink-Floyd,The-Beatles
451,Aerosmith,Metallica,Outkast
334,U2,R.E.M.,Coldplay
271,The-Beatles,Radiohead,Beck
177,Pink-Floyd,Creedence-Clearwater-Revival,Simon-&-Garfunkel
443,Van-Halen,Tom-Petty,Nirvana
545,Staind,Incubus,Godsmack
147,Nirvana,U2,Red-Hot-Chili-Peppers
524,Billy-Joel,Eagles,Fleetwood-Mac
508,Def-Leppard,Metallica,Janet-Jackson
156,Linkin-Park,Korn,Incubus
420,Billy-Joel,Eagles,Creedence-Clearwater-Revival
268,Counting-Crows,The-Cranberries,Barenaked-Ladies
176,The-Cranberries,Garbage,U2
574,Radiohead,The-Verve,Portishead
401,No-Doubt,Puddle-Of-Mudd,Sarah-McLachlan
244,The-Rolling-Stones,Tom-Petty,Van-Halen
400,Chicago,LeAnn-Rimes,Billy-Joel
165,U2,R.E.M.,Coldplay
473,Stevie-Wonder,BBMak,Prince
448,Nirvana,Foo-Fighters,Rage-Against-The-Machine
357,Van-Halen,Aerosmith,AC/DC
593,Guns-N'-Roses,Metallica,Aerosmith
285,The-Verve,The-Flaming-Lips,Morcheeba
42,Led-Zeppelin,The-Rolling-Stones,Eric-Clapton
534,Eminem,Ludacris,Sean-Paul
507,Tool,Outkast,Beastie-Boys
247,Garbage,U2,The-Cranberries
421,Billy-Joel,Bryan-Adams,Genesis
506,Tom-Petty,Creedence-Clearwater-Revival,Paul-Simon
592,Incubus,Staind,Godsmack
272,Nirvana,Foo-Fighters,Audioslave
179,Metallica,Van-Halen,U2
119,Godsmack,Incubus,White-Zombie
437,Korn,Mudvayne,System-Of-A-Down
111,Staind,Saliva,Disturbed
504,Korn,Godsmack,Tool
591,Korn,Staind,Saliva
311,R.E.M.,Garbage,No-Doubt
324,Aerosmith,Limp-Bizkit,Linkin-Park
384,Dido,Counting-Crows,Garbage
475,Tool,Mudvayne,Slipknot
25,Matchbox-Twenty,Dido,Garbage
326,Korn,Tool,Linkin-Park
503,Garbage,Sarah-McLachlan,Sheryl-Crow
493,Garbage,Counting-Crows,Dido
519,Sean-Paul,Eminem,Limp-Bizkit
427,Nirvana,Weezer,Red-Hot-Chili-Peppers
363,Garbage,Evanescence,Sheryl-Crow
600,Foo-Fighters,Tool,Pearl-Jam
340,Destiny's-Child,Aaliyah,Ludacris
429,Outkast,The-Verve,Beastie-Boys
274,Van-Halen,The-Police,Prince
43,Nirvana,U2,Radiohead
36,Tool,Primus,Nirvana
183,The-Beatles,Billy-Joel,Simon-&-Garfunkel
225,The-Verve,Radiohead,Elliott-Smith
571,Matchbox-Twenty,Garbage,The-Cranberries
51,Guns-N'-Roses,Van-Halen,Aerosmith
141,The-Beatles,Van-Halen,Beck
417,Tool,Korn,Alice-In-Chains
449,Tool,Hoobastank,Live
536,Linkin-Park,Guns-N'-Roses,Godsmack
557,Ludacris,Eminem,Fabolous
295,Smashing-Pumpkins,Radiohead,Pearl-Jam
522,Aerosmith,The-Police,Eric-Clapton
39,Marvin-Gaye,Stevie-Wonder,Coldplay
123,The-Beatles,Marvin-Gaye,The-Velvet-Underground
529,Metallica,Van-Halen,Poison
345,The-Verve,The-Pixies,Portishead
320,Styx,Tom-Petty,Elton-John
612,Staind,3-Doors-Down,Korn
467,Linkin-Park,Incubus,Nirvana
416,Guns-N'-Roses,Metallica,Led-Zeppelin
180,Guns-N'-Roses,Van-Halen,Ozzy-Osbourne
71,Tom-Petty,Led-Zeppelin,Foo-Fighters
134,Lynyrd-Skynyrd,Styx,Eagles
364,The-Police,Van-Halen,Nirvana
31,Incubus,Godsmack,Staind
3,The-Rolling-Stones,Creedence-Clearwater-Revival,Nirvana
206,Guns-N'-Roses,Ozzy-Osbourne,Nirvana
485,Outkast,Limp-Bizkit,Ludacris
541,Nirvana,Weezer,Red-Hot-Chili-Peppers
257,Evanescence,Incubus,Staind
48,The-Beatles,Led-Zeppelin,Tom-Petty
523,Stereolab,Morrissey,The-Flaming-Lips
238,Celine-Dion,Cher,Dixie-Chicks
445,Tori-Amos,The-Beatles,Elliott-Smith
382,50-Cent,Nas,George-Michael
310,Marvin-Gaye,Prince,Pet-Shop-Boys
464,Nirvana,Tool,Rage-Against-The-Machine
106,Guns-N'-Roses,Metallica,Aerosmith
137,Pink-Floyd,Tom-Petty,The-Rolling-Stones
397,Coldplay,Tool,U2
279,Metallica,Puddle-Of-Mudd,Blink-182
9,U2,Guns-N'-Roses,The-Police
362,R.E.M.,Garbage,Counting-Crows
218,The-Rolling-Stones,Pink-Floyd,Led-Zeppelin
407,Sarah-McLachlan,Jennifer-Lopez,Hootie-&-The-Blowfish
307,Outkast,LL-Cool-J,Snoop-Dogg
392,Marvin-Gaye,LL-Cool-J,Aaliyah
251,LeAnn-Rimes,U2,Jewel
599,Pearl-Jam,Red-Hot-Chili-Peppers,Foo-Fighters
226,The-Police,R.E.M.,Garbage
18,Pearl-Jam,Coldplay,Tool
590,The-Cranberries,Matchbox-Twenty,Garbage
152,Stevie-Wonder,Prince,Simon-&-Garfunkel
228,Beyonce,Jay-Z,Eminem
263,The-Beatles,Billy-Joel,U2
603,Aerosmith,Guns-N'-Roses,Ozzy-Osbourne
483,Guns-N'-Roses,Faith-No-More,AC/DC
608,Coldplay,Garbage,Nirvana
313,Foo-Fighters,Nirvana,Pink-Floyd
553,Led-Zeppelin,Nirvana,U2
314,Tool,Ozzy-Osbourne,Audioslave
259,Ben-Folds-Five,Sarah-McLachlan,Counting-Crows
509,Guns-N'-Roses,No-Doubt,Nirvana
267,Fleetwood-Mac,R.E.M.,Counting-Crows
34,Pet-Shop-Boys,Norah-Jones,Sarah-McLachlan
546,U2,Guns-N'-Roses,Matchbox-Twenty
192,The-Velvet-Underground,The-Verve,The-Clash
149,Guns-N'-Roses,Godsmack,Linkin-Park
44,Dido,Matchbox-Twenty,U2
208,Foreigner,Creedence-Clearwater-Revival,Genesis
484,Tool,Rage-Against-The-Machine,Pearl-Jam
491,Linkin-Park,Godsmack,Staind
248,Tori-Amos,The-Pretenders,Pearl-Jam
404,Tears-For-Fears,Stone-Temple-Pilots,Savage-Garden
530,Staind,Godsmack,3-Doors-Down
276,Nirvana,Beastie-Boys,Weezer
169,Guns-N'-Roses,Aerosmith,Metallica
498,Elton-John,Prince,Billy-Joel
386,The-Beatles,Billy-Joel,Foreigner
69,Nirvana,Weezer,Smashing-Pumpkins
219,Eric-Clapton,Tom-Petty,The-Who
188,Godsmack,3-Doors-Down,Staind
306,Dave-Matthews-Band,Puddle-Of-Mudd,Linkin-Park
580,Godsmack,Metallica,Nickelback
27,Incubus,3-Doors-Down,Nirvana
348,Godsmack,White-Zombie,Hoobastank
435,No-Doubt,Garbage,U2
457,Pink-Floyd,Tom-Petty,Led-Zeppelin
74,Jimi-Hendrix-Experience,Tom-Petty,Crosby
329,Tom-Petty,Foo-Fighters,Counting-Crows
131,The-Beatles,Dave-Matthews-Band,Smashing-Pumpkins
317,Def-Leppard,Aerosmith,Van-Halen
356,Pink-Floyd,Led-Zeppelin,Tom-Petty
584,Godsmack,Saliva,Disturbed
515,Pink-Floyd,Weezer,Led-Zeppelin
547,Stereolab,Everclear,Zwan
441,The-Beatles,U2,Led-Zeppelin
532,The-Flaming-Lips,Ben-Folds-Five,Mazzy-Star
459,Godsmack,Hoobastank,Tool
189,Counting-Crows,U2,Dido
389,Godsmack,Korn,Tool
611,Guns-N'-Roses,Metallica,Van-Halen
122,Radiohead,Primus,Everything-But-The-Girl
336,The-Beatles,Norah-Jones,Eagles
396,Marvin-Gaye,Pet-Shop-Boys,Michael-Jackson
94,New-Order,Madonna,Hole
115,Tool,Audioslave,Jane's-Addiction
104,Tool,Rage-Against-The-Machine,Foo-Fighters
387,Genesis,Simon-&-Garfunkel,Styx
241,Luther-Vandross,Prince,Jennifer-Lopez
82,The-Beatles,Stevie-Wonder,Genesis
319,No-Doubt,Linkin-Park,Dido
365,Guns-N'-Roses,Van-Halen,Ozzy-Osbourne
406,Garbage,Dido,Evanescence
383,Liz-Phair,Ben-Folds-Five,The-Pretenders
610,Ludacris,Snoop-Dogg,Eminem
64,Billy-Joel,Fleetwood-Mac,Matchbox-Twenty
595,Limp-Bizkit,Hoobastank,Eminem
17,Van-Halen,Aerosmith,Ozzy-Osbourne
252,The-Beatles,Smashing-Pumpkins,Pink-Floyd
109,The-Beatles,Led-Zeppelin,Pink-Floyd
354,Radiohead,Weezer,R.E.M.
606,Linkin-Park,Eminem,DMX
204,R.E.M.,Coldplay,Garbage
471,Ozzy-Osbourne,Guns-N'-Roses,Van-Halen
72,Nirvana,Pink-Floyd,Foo-Fighters
598,Ludacris,Outkast,Fabolous
446,Aerosmith,Guns-N'-Roses,The-Beatles
327,Aerosmith,Van-Halen,Eric-Clapton
492,R.E.M.,Nirvana,Red-Hot-Chili-Peppers
358,Eminem,3-Doors-Down,Puddle-Of-Mudd
559,Godsmack,Tool,Alice-In-Chains
388,Dido,Nelly-Furtado,Norah-Jones
482,LeAnn-Rimes,Pink,Christina-Aguilera
197,The-Beatles,Coldplay,Nirvana
402,Outkast,Prince,The-Verve
59,Outkast,Ludacris,Beyonce
265,The-Beatles,Genesis,Phil-Collins
57,Eminem,Outkast,Beastie-Boys
84,Linkin-Park,Godsmack,Staind
73,Evanescence,3-Doors-Down,Matchbox-Twenty
309,Default,No-Doubt,Lifehouse
96,Pearl-Jam,Radiohead,Beastie-Boys
70,Marvin-Gaye,Eminem,Nelly
121,U2,Counting-Crows,The-Cranberries
66,Nirvana,Foo-Fighters,Pearl-Jam
352,Dido,Madonna,Vanessa-Carlton
528,Eagles,Elton-John,Tom-Petty
398,Led-Zeppelin,Jimi-Hendrix,The-Beatles
312,The-Beatles,Prince,Jewel
190,The-Cranberries,Dido,Garbage
270,Marvin-Gaye,Pet-Shop-Boys,Norah-Jones
376,Ludacris,Eminem,LL-Cool-J
150,Tom-Petty,Billy-Joel,Van-Halen
58,Eric-Clapton,LL-Cool-J,Beyonce
569,U2,R.E.M.,The-Cranberries
297,Billy-Joel,Creedence-Clearwater-Revival,The-Beatles
90,Nirvana,Coldplay,Weezer
408,Nirvana,Alice-In-Chains,Nickelback
68,Dido,The-Cranberries,Faith-Hill
79,Incubus,Eminem,Limp-Bizkit
231,Beastie-Boys,Radiohead,LL-Cool-J
403,The-Doobie-Brothers,Paul-Simon,Eric-Clapton
486,Dido,Eminem,Madonna
284,The-Beatles,Pink-Floyd,Weezer
607,Aerosmith,Linkin-Park,Staind
184,Nirvana,Radiohead,Weezer
255,Weezer,Nirvana,Red-Hot-Chili-Peppers
102,Guns-N'-Roses,Aerosmith,Van-Halen
266,Rage-Against-The-Machine,Pearl-Jam,Tool
527,Tupac-Shakur,The-Crystal-Method,Ministry
452,Nirvana,Tool,Live
107,The-Beatles,Everlast,Toto
77,Tool,Led-Zeppelin,Soundgarden
496,Nirvana,Eminem,Metallica
200,Eminem,Godsmack,Incubus
563,Outkast,Beastie-Boys,Nirvana
433,The-Verve,Blur,Beck
516,Guns-N'-Roses,Van-Halen,Metallica
288,Billy-Joel,Eric-Clapton,Crosby
605,Creedence-Clearwater-Revival,Eric-Clapton,Foreigner
292,Guns-N'-Roses,LL-Cool-J,Snoop-Dogg
227,Audioslave,The-Flaming-Lips,The-Breeders
425,Nirvana,The-Beatles,Linkin-Park
434,Red-Hot-Chili-Peppers,Led-Zeppelin,Pink-Floyd
328,Faith-No-More,Primus,Aerosmith
500,Hoobastank,Limp-Bizkit,Incubus
461,Nirvana,R.E.M.,Red-Hot-Chili-Peppers
145,U2,Depeche-Mode,Chris-Isaak
101,Linkin-Park,Incubus,White-Zombie
422,Stevie-Wonder,Prince,Nirvana
20,Metallica,Puddle-Of-Mudd,3-Doors-Down
597,Eminem,Snoop-Dogg,Ludacris
518,Billy-Joel,Eagles,Pink-Floyd
304,Blur,Ben-Folds-Five,The-Breeders
216,Linkin-Park,Korn,Incubus
560,Nirvana,Pearl-Jam,U2
6,Matchbox-Twenty,Lisa-Loeb,Sixpence-None-The-Richer
138,U2,Pink-Floyd,Dave-Matthews-Band
286,Nirvana,AC/DC,Ozzy-Osbourne
214,Marvin-Gaye,The-Police,U2
211,Metallica,Van-Halen,Guns-N'-Roses
602,Ashanti,LL-Cool-J,Outkast
380,Outkast,Ludacris,LL-Cool-J
126,Led-Zeppelin,The-Rolling-Stones,Jimi-Hendrix-Experience
391,Ludacris,Fabolous,Beyonce
193,Red-Hot-Chili-Peppers,Pink-Floyd,Neil-Young
202,Pearl-Jam,Incubus,The-Offspring
212,Weezer,U2,Radiohead
332,Sarah-McLachlan,Sheryl-Crow,Barenaked-Ladies
75,No-Doubt,Red-Hot-Chili-Peppers,Live
338,Van-Halen,Poison,Korn
186,U2,The-Cranberries,R.E.M.
60,Ozzy-Osbourne,Alice-In-Chains,3-Doors-Down
113,Fleetwood-Mac,Matchbox-Twenty,Eagles
479,Linkin-Park,Incubus,Hoobastank
282,Marvin-Gaye,Michael-Jackson,Stevie-Wonder
596,R.E.M.,The-Cranberries,Garbage
209,Nirvana,Outkast,Rage-Against-The-Machine
521,Liz-Phair,The-Flaming-Lips,The-Pretenders
355,Guns-N'-Roses,Godsmack,3-Doors-Down
52,Weezer,Radiohead,The-Cure
224,Guns-N'-Roses,Audioslave,Alice-In-Chains
566,The-Beatles,Nirvana,U2
614,The-Police,Led-Zeppelin,Van-Halen
604,Linkin-Park,Santana,Janet-Jackson
480,Billy-Joel,Chicago,Bryan-Adams
554,Dido,Counting-Crows,Sheryl-Crow
565,Guns-N'-Roses,Nickelback,Fleetwood-Mac
262,Linkin-Park,Disturbed,Puddle-Of-Mudd
323,Matchbox-Twenty,Celine-Dion,Dixie-Chicks
49,The-Police,Billy-Joel,The-Rolling-Stones
377,Pink-Floyd,Creedence-Clearwater-Revival,Paul-Simon
254,Garbage,The-Cranberries,Sheryl-Crow
517,U2,Pink-Floyd,The-Cure
465,The-Beatles,Madonna,Tupac-Shakur
316,Billy-Joel,The-Beatles,Tom-Petty
153,Marvin-Gaye,Pet-Shop-Boys,Ella-Fitzgerald
203,U2,The-Clash,Jimi-Hendrix
373,AC/DC,U2,John-Mellencamp
278,Genesis,Prince,Simon-&-Garfunkel
7,Marvin-Gaye,Beck,Weezer
215,Aerosmith,Van-Halen,Poison
430,U2,The-Police,R.E.M.
15,No-Doubt,Sheryl-Crow,Phil-Collins
535,Aaliyah,Janet-Jackson,50-Cent
99,Linkin-Park,Godsmack,Korn
321,Billy-Joel,Elton-John,Eric-Clapton
347,Marvin-Gaye,Dave-Matthews-Band,Pet-Shop-Boys
301,Nirvana,Soundgarden,Jimi-Hendrix-Experience
346,System-Of-A-Down,Godsmack,Eminem
298,Staind,Saliva,Hoobastank
587,Crosby,Led-Zeppelin,Billy-Joel
65,Nirvana,Weezer,Tool
579,Counting-Crows,The-Cranberries,Vanessa-Carlton
476,Aerosmith,Garbage,Creed
290,Counting-Crows,Dido,Matchbox-Twenty
333,Linkin-Park,Elton-John,The-Verve
76,Linkin-Park,3-Doors-Down,Evanescence
242,U2,Weezer,Smashing-Pumpkins
140,Foo-Fighters,Red-Hot-Chili-Peppers,Alice-In-Chains
302,Guns-N'-Roses,Audioslave,Metallica
570,Nirvana,U2,Pearl-Jam
454,Smashing-Pumpkins,U2,Red-Hot-Chili-Peppers
339,Marvin-Gaye,The-Police,Radiohead
32,Eminem,Shaggy,Linkin-Park
594,Puddle-Of-Mudd,LeAnn-Rimes,Lifehouse
287,Sarah-McLachlan,The-Cranberries,Matchbox-Twenty
481,Sarah-McLachlan,Depeche-Mode,Dido
114,Nirvana,Weezer,Outkast
269,Linkin-Park,Godsmack,Staind
296,Aerosmith,Tom-Petty,AC/DC
13,Pink-Floyd,Tom-Petty,The-Rolling-Stones
322,The-Flaming-Lips,Mazzy-Star,The-Pixies
394,Billy-Joel,The-Beatles,Fleetwood-Mac
495,Marvin-Gaye,Stevie-Wonder,Prince
462,Godsmack,3-Doors-Down,Hoobastank
478,The-Beatles,Led-Zeppelin,Pink-Floyd
343,Garbage,The-Cranberries,Counting-Crows
399,Prince,Luther-Vandross,Aretha-Franklin
350,U2,The-Cranberries,Matchbox-Twenty
217,Guns-N'-Roses,Metallica,Stone-Temple-Pilots
201,Guns-N'-Roses,Van-Halen,AC/DC
93,Red-Hot-Chili-Peppers,The-Rolling-Stones,Metallica
237,The-Beatles,Beastie-Boys,Eminem
191,Liz-Phair,Norah-Jones,The-Pretenders
305,Marvin-Gaye,U2,Pet-Shop-Boys
45,Nirvana,Fleetwood-Mac,Billy-Joel
250,Audioslave,Blink-182,Tool
164,Guns-N'-Roses,Van-Halen,Ozzy-Osbourne
28,Van-Halen,Guns-N'-Roses,The-Rolling-Stones
100,U2,The-Cranberries,Counting-Crows
586,Dido,Garbage,The-Cranberries
243,Billy-Joel,Foreigner,Paul-Simon
